,Unnamed: 0,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades, taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,upper,middle,lower
224,224,2018-03-29 01:00:00,7949.3,7975.0,6941.11,7090.14,54620.915125,2018-03-30 00:59:59.999,405591158.6323181,359537,24584.811548,182402558.21113956,0.0,8959.403095277328,8043.577603027072,7127.752110776816
225,225,2018-03-30 01:00:00,7090.16,7292.43,6600.1,6840.23,65306.031976,2018-03-31 00:59:59.999,450352009.170998,400057,31944.390579,220453635.6071132,0.0,8745.188212332721,7735.008384429078,6724.8285565254355
226,226,2018-03-31 01:00:00,6840.24,7223.36,6777.0,6923.91,36868.539087,2018-04-01 00:59:59.999,258341534.47236213,240293,19086.033607,133763988.34700295,0.0,8356.313038153936,7434.5624232567025,6512.811808359468
227,227,2018-04-01 01:00:00,6922.0,7049.98,6430.0,6813.01,44071.430463,2018-04-02 00:59:59.999,297470498.81956285,260942,21899.30066,147951173.82212943,0.0,8020.437976555245,7172.126493629647,6323.815010704048
228,228,2018-04-02 01:00:00,6813.01,7125.0,6765.0,7056.0,32123.560072,2018-04-03 00:59:59.999,224322159.41331607,206780,16365.683591,114292405.85810466,0.0,7218.5933858409035,6995.472009223991,6772.350632607079
229,229,2018-04-03 01:00:00,7063.97,7520.0,7011.01,7405.21,37787.331811,2018-04-04 00:59:59.999,277080072.7617128,248143,19218.850485,140892233.113676,0.0,7372.356997037822,6940.321584341778,6508.286171645735
230,230,2018-04-04 01:00:00,7405.21,7427.52,6707.0,6796.1,42227.183804,2018-04-05 00:59:59.999,297443582.7461225,277249,20299.402203,142890978.60995668,0.0,7348.138085751161,6901.233493052208,6454.328900353255
231,231,2018-04-05 01:00:00,6796.1,6902.0,6566.69,6770.76,39029.73146,2018-04-06 00:59:59.999,263446941.1321242,238476,18991.102712,128270766.86646058,0.0,7337.828797509454,6855.02740685756,6372.226016205666
232,232,2018-04-06 01:00:00,6770.0,6850.0,6500.0,6601.39,27455.01192,2018-04-07 00:59:59.999,182139799.80865908,162456,13778.063462,91424043.79892384,0.0,7347.795442130348,6787.162025017664,6226.528607904979
233,233,2018-04-07 01:00:00,6601.39,7070.0,6586.28,6895.8,32269.578267,2018-04-08 00:59:59.999,222323863.54144785,178577,16460.736226,113334533.85269152,0.0,7292.125112109736,6746.794449645713,6201.46378718169
234,234,2018-04-08 01:00:00,6895.81,7109.13,6880.0,7018.0,21427.673165,2018-04-09 00:59:59.999,149967346.66269,152461,11211.615946,78468498.47255658,0.0,7028.792539522183,6752.139226945859,6475.485914369536
235,235,2018-04-09 01:00:00,7011.04,7185.0,6611.0,6782.72,34078.297206,2018-04-10 00:59:59.999,234309953.7503344,212669,17046.428596,117289580.04655164,0.0,7039.141306793894,6761.496880493949,6483.852454194004
236,236,2018-04-10 01:00:00,6781.55,6890.0,6656.0,6843.9,22326.728095,2018-04-11 00:59:59.999,151417844.2663968,147755,11456.447936,77704393.55925176,0.0,7047.411446233778,6772.673221329824,6497.934996425869
237,237,2018-04-11 01:00:00,6839.56,6990.0,6787.0,6953.79,23997.871177,2018-04-12 00:59:59.999,165264003.41270605,155607,12530.65891,86309556.51736282,0.0,6961.409159576268,6797.140823785787,6632.872487995305
238,238,2018-04-12 01:00:00,6953.78,8012.23,6743.2,7923.0,64861.595987,2018-04-13 00:59:59.999,485176252.48933566,404588,33198.867785,248243486.4673706,0.0,7778.187347213005,6943.158008864193,6108.128670515382
239,239,2018-04-13 01:00:00,7922.99,8233.39,7732.0,7877.41,55044.523148,2018-04-14 00:59:59.999,439884522.7119489,351905,27485.083044,219615109.06229925,0.0,8187.557982826458,7162.216008217398,6136.874033608337
240,240,2018-04-14 01:00:00,7877.48,8186.0,7810.0,7999.01,31621.286357,2018-04-15 00:59:59.999,252868761.32061628,194500,16283.466045,130249061.31563611,0.0,8426.054662538096,7407.308455917828,6388.562249297559
241,241,2018-04-15 01:00:00,8004.0,8429.54,7999.02,8355.0,27946.720444,2018-04-16 00:59:59.999,230287099.58430216,181778,14619.464101,120469031.17164706,0.0,8605.534966174728,7674.952021358335,6744.369076541942
242,242,2018-04-16 01:00:00,8355.07,8419.0,7867.0,8064.92,36664.069715,2018-04-17 00:59:59.999,295817536.4749528,226748,17912.938455,144490340.31244087,0.0,8229.53224410944,7892.989958529841,7556.447672950242
243,243,2018-04-17 01:00:00,8064.92,8173.7,7825.4,7885.02,32152.603567,2018-04-18 00:59:59.999,258221765.57371348,221228,15662.79502,125845498.64315924,0.0,8371.537909461626,8022.928093100738,7674.318276739851
244,244,2018-04-18 01:00:00,7890.96,8236.43,7868.0,8173.0,26969.04457,2018-04-19 00:59:59.999,217649160.11017892,183472,14559.152289,117565317.94569089,0.0,8431.53161858692,8111.664488173032,7791.797357759144
245,245,2018-04-19 01:00:00,8173.99,8296.0,8080.0,8278.0,27113.847464,2018-04-20 00:59:59.999,222675105.7884542,196821,13747.595928,112939221.70278835,0.0,8516.394755816855,8186.081026063963,7855.767296311071
246,246,2018-04-20 01:00:00,8273.84,8930.0,8177.09,8856.98,39795.337485,2018-04-21 00:59:59.999,337288580.42571294,289687,21087.903673,178802594.3551453,0.0,8974.12257759812,8315.281059829871,7656.439542061621
247,247,2018-04-21 01:00:00,8852.12,9035.0,8565.0,8915.31,40872.229909,2018-04-22 00:59:59.999,358915978.10403395,295374,21145.842391,185753264.88447425,0.0,9283.848754794275,8482.027674662837,7680.206594531398
248,248,2018-04-22 01:00:00,8915.31,9020.67,8727.68,8787.02,29458.25348,2018-04-23 00:59:59.999,261804372.9093471,229871,14937.899116,132830238.35538778,0.0,9257.820469914344,8634.008102176067,8010.195734437791
249,249,2018-04-23 01:00:00,8785.7,8985.0,8745.0,8934.01,25838.114709,2018-04-24 00:59:59.999,229754640.59668773,190944,13246.605059,117823053.82786416,0.0,9254.240504094265,8767.048247572136,8279.855991050008
250,250,2018-04-24 01:00:00,8934.0,9731.01,8922.0,9619.99,46268.790106,2018-04-25 00:59:59.999,431210048.0625035,326608,24784.71044,231061865.29310417,0.0,9558.746580194818,8952.669327113057,8346.592074031296
251,251,2018-04-25 01:00:00,9618.96,9759.82,8730.0,8869.99,81110.037589,2018-04-26 00:59:59.999,745137762.9688668,477363,38824.013806,356851505.69270617,0.0,9677.873668496422,9074.558554600622,8471.243440704822
252,252,2018-04-26 01:00:00,8869.99,9307.48,8651.62,9266.0,43300.304245,2018-04-27 00:59:59.999,385046648.1378661,285850,22640.669137,201458888.2401515,0.0,9785.474040840241,9168.21969930586,8550.96535777148
253,253,2018-04-27 01:00:00,9267.03,9395.0,8889.0,8915.35,37241.347036,2018-04-28 00:59:59.999,342805674.55176014,268471,18517.604275,170503662.7235787,0.0,9772.188045954093,9199.280235095262,8626.372424236431
254,254,2018-04-28 01:00:00,8915.35,9427.48,8870.0,9348.0,34759.62842,2018-04-29 00:59:59.999,321653866.2001887,257288,18251.631451,169069669.9073968,0.0,9792.439418472273,9232.075898661278,8671.712378850283
255,255,2018-04-29 01:00:00,9348.0,9570.51,9163.74,9419.0,38149.850035,2018-04-30 00:59:59.999,357004895.9636862,311494,19364.945182,181366653.81958613,0.0,9735.31894383497,9281.399874855691,8827.480805876414
256,256,2018-04-30 01:00:00,9417.04,9458.64,9124.99,9246.01,35002.033875,2018-05-01 00:59:59.999,325019389.2499412,285951,17461.189029,162179073.43816054,0.0,9662.826098997415,9316.637271126157,8970.4484432549
257,257,2018-05-01 01:00:00,9246.01,9248.99,8800.49,9071.48,41018.463633,2018-05-02 00:59:59.999,368688349.6216845,268741,20050.167844,180200005.01267996,0.0,9680.643888465964,9312.377758740622,8944.11162901528
258,258,2018-05-02 01:00:00,9071.48,9268.0,8970.2,9247.84,26123.543961,2018-05-03 00:59:59.999,238421833.7581133,188258,13960.455528,127439644.78329857,0.0,9534.1418470413,9299.70749747879,9065.273147916281
259,259,2018-05-03 01:00:00,9247.81,9844.0,9168.4,9750.0,38768.388288,2018-05-04 00:59:59.999,366028365.2271445,282581,21093.140343,199234352.40239447,0.0,9806.138714789528,9346.977857295278,8887.816999801029
260,260,2018-05-04 01:00:00,9750.0,9830.04,9520.85,9713.99,28681.588879,2018-05-05 00:59:59.999,277565997.63316435,210165,14779.499554,143070410.02237806,0.0,9981.303504228337,9433.063583231313,8884.823662234288
261,261,2018-05-05 01:00:00,9714.0,10020.0,9682.0,9864.0,24990.018345,2018-05-06 00:59:59.999,246807563.50646487,212076,13011.844293,128527642.99648473,0.0,10168.241923616051,9546.20544309193,8924.16896256781
262,262,2018-05-06 01:00:00,9863.99,9970.0,9417.03,9659.01,27690.351559,2018-05-07 00:59:59.999,267359420.30359015,229309,13297.506959,128427770.52523224,0.0,10057.973687404256,9636.871703862555,9215.769720320854
263,263,2018-05-07 01:00:00,9661.02,9689.67,9181.0,9365.0,33787.640012,2018-05-08 00:59:59.999,316015961.44182944,230754,15818.0488,147985335.4458844,0.0,9993.817462792325,9660.211587306323,9326.60571182032
264,264,2018-05-08 01:00:00,9365.0,9475.7,9060.54,9187.56,25533.831889,2018-05-09 00:59:59.999,236418155.68693513,189159,13086.547467,121220083.42296956,0.0,10102.958820666316,9610.904632529659,9118.850444393001
265,265,2018-05-09 01:00:00,9178.0,9390.0,8965.0,9310.0,25673.524899,2018-05-10 00:59:59.999,235736782.28825977,192337,13597.268159,124869560.73820227,0.0,10031.540701585252,9535.875420397548,9040.210139209843
266,266,2018-05-10 01:00:00,9310.0,9395.12,8970.0,9002.2,25055.063718,2018-05-11 00:59:59.999,231595002.59561664,221075,12548.13816,116002381.57104652,0.0,9858.61828490649,9425.55683788671,8992.49539086693
267,267,2018-05-11 01:00:00,9002.21,9016.8,8341.0,8400.0,48227.048061,2018-05-12 00:59:59.999,418859806.4816156,365538,22767.458667,197915875.7459889,0.0,9931.892389353869,9233.042464360762,8534.192539367656
268,268,2018-05-12 01:00:00,8405.94,8646.88,8153.0,8465.94,40241.32081,2018-05-13 00:59:59.999,337899865.8601308,310305,19545.974195,164142437.41951767,0.0,9756.411175634214,9010.201350344527,8263.99152505484
269,269,2018-05-13 01:00:00,8475.44,8763.36,8298.0,8679.71,25632.869362,2018-05-14 00:59:59.999,219455683.08035553,215590,12797.047912,109577063.5715992,0.0,9510.429393314336,8827.489112939213,8144.548832564089
270,270,2018-05-14 01:00:00,8679.71,8879.99,8277.0,8663.34,37389.666533,2018-05-15 00:59:59.999,320583612.23009104,292731,18408.055641,157869523.76782727,0.0,9120.438202495632,8699.788875784143,8279.139549072654
271,271,2018-05-15 01:00:00,8663.37,8859.99,8401.3,8462.0,28126.956136,2018-05-16 00:59:59.999,242341031.0616692,360379,13977.497647,120464422.6243128,0.0,8827.778181846421,8598.462317103425,8369.14645236043
272,272,2018-05-16 01:00:00,8462.0,8488.0,8083.01,8330.0,31130.718908,2018-05-17 00:59:59.999,257056552.43007565,300842,15627.101368,129113378.7751384,0.0,8769.751994238615,8503.759622500576,8237.767250762538
273,273,2018-05-17 01:00:00,8330.0,8464.0,7979.0,8041.46,25439.844799,2018-05-18 00:59:59.999,209489039.34104192,310780,12489.264499,103022237.77329308,0.0,8858.838303372459,8386.694752931697,7914.551202490936
274,274,2018-05-18 01:00:00,8038.82,8273.21,7911.9,8239.81,23476.158251,2018-05-19 00:59:59.999,189870380.85778692,183913,12352.9627,99971085.72894707,0.0,8705.48773773293,8287.464901152234,7869.442064571538
275,275,2018-05-19 01:00:00,8238.01,8390.8,8095.73,8233.49,17193.424276,2018-05-20 00:59:59.999,141878775.40909585,134185,8731.948551,72082928.16544355,0.0,8492.447181084246,8217.398082516534,7942.348983948823
276,276,2018-05-20 01:00:00,8233.49,8609.0,8163.9,8526.98,19957.057109,2018-05-21 00:59:59.999,167440553.7493928,161265,10632.450955,89177519.97189689,0.0,8524.762148435519,8209.777523187106,7894.792897938693
277,277,2018-05-21 01:00:00,8526.97,8595.31,8305.0,8381.24,21516.596486,2018-05-22 00:59:59.999,181750674.82134953,184158,10738.686399,90716245.79029092,0.0,8555.502186653555,8230.758854505031,7906.015522356508
278,278,2018-05-22 01:00:00,8386.89,8400.18,7935.11,7977.11,23710.902858,2018-05-23 00:59:59.999,194335432.4375409,192154,11801.527076,96803604.56147256,0.0,8579.024292003854,8214.138412947235,7849.252533890616
279,279,2018-05-23 01:00:00,7977.12,8031.9,7425.0,7501.95,42910.666774,2018-05-24 00:59:59.999,331238049.64074606,306812,20890.889274,161412820.79758897,0.0,8830.317668773165,8109.7200755944505,7389.122482415736
280,280,2018-05-24 01:00:00,7501.95,7730.73,7266.99,7575.01,37845.446595,2018-05-25 00:59:59.999,284286378.50810045,253694,19012.981252,142901418.78045785,0.0,8789.20025034874,7963.62810746664,7138.055964584541
281,281,2018-05-25 01:00:00,7578.99,7649.55,7308.15,7457.0,26739.95664,2018-05-26 00:59:59.999,199749585.9695036,239025,13830.870235,103360633.04654914,0.0,8510.139944495608,7803.603737310928,7097.067530126248
282,282,2018-05-26 01:00:00,7456.99,7620.0,7300.0,7333.96,19464.086071,2018-05-27 00:59:59.999,145636226.4590289,212344,10377.955643,77725757.25385071,0.0,8080.818648524088,7643.670256218964,7206.52186391384
283,283,2018-05-27 01:00:00,7334.0,7400.0,7231.11,7338.99,18706.945515,2018-05-28 00:59:59.999,136710618.49801704,198341,10258.276953,74990830.63101184,0.0,7691.898790641427,7504.7251713918085,7317.55155214219
284,284,2018-05-28 01:00:00,7338.99,7437.0,7058.02,7099.0,27219.438963,2018-05-29 00:59:59.999,196788994.26580808,233392,14409.48781,104233730.17813648,0.0,7685.969455824354,7369.899001047124,7053.828546269895
285,285,2018-05-29 01:00:00,7099.0,7540.0,7032.95,7461.29,39407.21183,2018-05-30 00:59:59.999,288070643.9128678,237359,21855.93031,159656478.14262193,0.0,7555.111019712696,7292.052525413288,7028.99403111388
286,286,2018-05-30 01:00:00,7467.98,7569.0,7260.5,7375.96,32041.583623,2018-05-31 00:59:59.999,237956894.04949045,242079,17205.948916,127816792.77222247,0.0,7498.568365837543,7257.779729230471,7016.9910926234
287,287,2018-05-31 01:00:00,7382.07,7699.0,7327.51,7485.01,30776.063102,2018-06-01 00:59:59.999,231017579.83413267,274399,17009.013231,127645145.71489055,0.0,7539.487109333942,7264.695124881986,6989.90314043003
288,288,2018-06-01 01:00:00,7485.01,7608.55,7355.54,7521.01,28259.124078,2018-06-02 00:59:59.999,211458512.1230823,303069,15701.205431,117516855.67846663,0.0,7605.358096751903,7300.544769853303,6995.731442954702
289,289,2018-06-02 01:00:00,7521.01,7697.33,7437.0,7640.03,26720.690219,2018-06-03 00:59:59.999,203370447.69065264,290131,15540.051124,118295998.95554544,0.0,7534.936277992416,7362.6501699078035,7190.364061823191
290,290,2018-06-03 01:00:00,7636.81,7786.69,7600.0,7714.26,27505.158951,2018-06-04 00:59:59.999,211737376.85348508,349636,15760.910668,121340420.79636246,0.0,7680.344682692832,7443.021126814136,7205.697570935439
291,291,2018-06-04 01:00:00,7714.26,7760.52,7446.5,7487.0,32258.835115,2018-06-05 00:59:59.999,244167051.18701583,307003,17730.335818,134226423.79685757,0.0,7682.280381573922,7498.484796254528,7314.689210935135
292,292,2018-06-05 01:00:00,7487.0,7679.49,7358.0,7625.0,31722.973384,2018-06-06 00:59:59.999,237722147.65258065,236865,17315.688399,129807510.9227184,0.0,7707.174124093232,7541.623139562955,7376.072155032677
293,293,2018-06-06 01:00:00,7626.64,7699.0,7467.05,7658.84,27229.991898,2018-06-07 00:59:59.999,207006657.7801965,257573,15071.587869,114621117.15696232,0.0,7730.0796281671755,7579.394816142383,7428.710004117591
294,294,2018-06-07 01:00:00,7658.79,7765.0,7620.0,7691.08,25062.227202,2018-06-08 00:59:59.999,192949056.8419996,244186,14415.555201,110989280.27224816,0.0,7775.09068575019,7615.092732966488,7455.094780182787
295,295,2018-06-08 01:00:00,7691.08,7703.5,7531.0,7603.44,23396.804671,2018-06-09 00:59:59.999,178204158.39968467,321734,13038.958337,99303699.20240831,0.0,7775.544431161946,7636.090755186968,7496.63707921199
296,296,2018-06-09 01:00:00,7603.44,7683.98,7450.0,7491.73,19339.885176,2018-06-10 00:59:59.999,147171153.412775,278971,10653.462123,81075317.67777646,0.0,7766.531739396674,7630.489343420726,7494.446947444778
297,297,2018-06-10 01:00:00,7491.73,7491.73,6622.81,6764.99,52342.020032,2018-06-11 00:59:59.999,367338754.56308055,471088,25976.246666,182618941.75990877,0.0,8212.668478672436,7522.196803761035,6831.725128849634
298,298,2018-06-11 01:00:00,6765.0,6922.0,6610.0,6872.0,34552.162303,2018-06-12 00:59:59.999,233056682.85777128,203442,18716.667057,126255580.927273,0.0,8136.401466728204,7361.793915265505,6587.186363802807
299,299,2018-06-12 01:00:00,6872.0,6890.51,6435.0,6530.0,36722.211191,2018-06-13 00:59:59.999,245787800.8012235,224658,19299.735508,129341137.97553147,0.0,7997.854286443324,7156.566533778914,6315.278781114504
300,300,2018-06-13 01:00:00,6530.0,6627.6,6118.68,6292.78,46185.5181,2018-06-14 00:59:59.999,295395681.6623412,266517,25367.243359,162375277.4384803,0.0,7727.100798455005,6919.832926482457,6112.565054509909
301,301,2018-06-14 01:00:00,6292.78,6720.0,6260.0,6635.98,44478.130837,2018-06-15 00:59:59.999,289074808.78413,256384,23838.218565,154927680.45566285,0.0,7132.099293148817,6732.14851977893,6332.197746409042
302,302,2018-06-15 01:00:00,6638.67,6666.66,6362.31,6388.9,30018.329905,2018-06-16 00:59:59.999,196192096.14553955,184938,16192.452447,105856682.82114992,0.0,6984.008287456808,6580.614885746865,6177.221484036922
303,303,2018-06-16 01:00:00,6380.01,6560.0,6320.86,6483.98,22277.241147,2018-06-17 00:59:59.999,143760033.69408152,140470,12750.635784,82290350.53863607,0.0,6711.752333252494,6476.360708458484,6240.969083664473
304,304,2018-06-17 01:00:00,6482.5,6589.03,6422.0,6449.61,19847.247688,2018-06-18 00:59:59.999,129120718.76299886,129759,11208.656933,72949865.16298054,0.0,6637.348703963398,6410.73117807645,6184.113652189502
305,305,2018-06-18 01:00:00,6444.06,6794.38,6380.0,6712.46,31821.434995,2018-06-19 00:59:59.999,208570443.95997888,180773,17674.592693,115843959.76406445,0.0,6647.119086027714,6405.581674401496,6164.044262775277
306,306,2018-06-19 01:00:00,6711.39,6841.74,6653.0,6741.21,24311.421143,2018-06-20 00:59:59.999,163420093.794135,160490,12849.740659,86385611.9854134,0.0,6733.370444418532,6446.027236280403,6158.684028142273
307,307,2018-06-20 01:00:00,6740.0,6817.23,6551.81,6761.51,26359.752452,2018-06-21 00:59:59.999,175935335.65057912,166074,13647.933531,91142872.89139906,0.0,6779.139236552473,6510.328097320562,6241.51695808865
308,308,2018-06-21 01:00:00,6763.21,6795.0,6672.57,6718.84,25428.854048,2018-06-22 00:59:59.999,171149859.23602843,159783,15152.496274,101995867.72331424,0.0,6803.873294767905,6574.127873714144,6344.382452660383
309,309,2018-06-22 01:00:00,6717.69,6733.97,5918.94,6045.0,52157.370833,2018-06-23 00:59:59.999,327460666.9145165,300515,25336.720438,158994318.27114403,0.0,7100.299393515599,6548.405991258303,5996.512589001008
310,310,2018-06-23 01:00:00,6045.92,6260.0,6008.48,6149.98,26622.788589,2018-06-24 00:59:59.999,162755765.84514263,170164,15110.741399,92413061.16412096,0.0,7101.956121636125,6467.854189212634,5833.752256789143
311,311,2018-06-24 01:00:00,6149.98,6259.8,5750.0,6136.97,47445.998955,2018-06-25 00:59:59.999,284095336.0578902,275996,25966.417247,155558130.88157263,0.0,6990.009074364643,6368.384139858968,5746.7592053532935
312,312,2018-06-25 01:00:00,6137.95,6350.0,6061.97,6252.0,39164.515306,2018-06-26 00:59:59.999,242859915.8036461,218384,21986.057384,136305269.99012783,0.0,6765.285406777868,6288.578058331099,5811.87070988433
313,313,2018-06-26 01:00:00,6252.0,6272.54,6035.0,6070.78,19377.240484,2018-06-27 00:59:59.999,119676555.56449406,113431,9824.659592,60710073.42453224,0.0,6359.789216166519,6215.402748326971,6071.0162804874235
314,314,2018-06-27 01:00:00,6065.89,6190.43,5971.0,6133.73,19225.671098,2018-06-28 00:59:59.999,117103011.80356833,99481,10381.014136,63236432.02491027,0.0,6276.242446319699,6159.261257134232,6042.2800679487655
315,315,2018-06-28 01:00:00,6134.73,6173.01,5827.0,5853.98,30585.266026,2018-06-29 00:59:59.999,185247010.87925187,156241,16422.378159,99598694.73730522,0.0,6352.030705083774,6089.069031406372,5826.107357728971
316,316,2018-06-29 01:00:00,5851.01,6300.0,5780.0,6197.92,33911.287278,2018-06-30 00:59:59.999,201409363.91549844,212542,18727.192128,111291346.32526273,0.0,6328.765812528232,6052.801260487147,5776.836708446062
317,317,2018-06-30 01:00:00,6197.92,6528.99,6186.03,6390.07,37919.61284,2018-07-01 00:59:59.999,241568568.0310778,230915,20036.025726,127666717.38353091,0.0,6421.475825885323,6072.815515647315,5724.155205409307
318,318,2018-07-01 01:00:00,6391.08,6441.06,6251.0,6356.81,27562.965974,2018-07-02 00:59:59.999,175096501.49486908,183060,15580.033848,98972791.71265253,0.0,6508.971111588642,6125.376658365967,5741.782205143292
319,319,2018-07-02 01:00:00,6360.82,6685.0,6271.62,6615.29,36230.452264,2018-07-03 00:59:59.999,235524330.64865333,242589,18966.910907,123205676.19274496,0.0,6723.081227210925,6218.2048946945215,5713.328562178118
320,320,2018-07-03 01:00:00,6615.29,6679.35,6463.01,6513.86,38657.781691,2018-07-04 00:59:59.999,254550438.13768885,232914,20503.625399,135047837.8167885,0.0,6599.732697577736,6315.45048483985,6031.168272101964
321,321,2018-07-04 01:00:00,6511.01,6784.92,6441.11,6586.98,23571.892777,2018-07-05 00:59:59.999,156277884.33011597,146203,12244.070908,81263604.85511883,0.0,6613.7910830900655,6407.1731108244385,6200.555138558811
322,322,2018-07-05 01:00:00,6585.53,6712.0,6453.33,6529.2,35071.972898,2018-07-06 00:59:59.999,230809190.30740517,216533,19214.780702,126481460.0087366,0.0,6656.985700457887,6477.3885862742245,6297.791472090562
323,323,2018-07-06 01:00:00,6529.2,6648.54,6425.0,6609.78,29397.094748,2018-07-07 00:59:59.999,192230903.67599213,193854,16292.945157,106560209.09449027,0.0,6617.188725283224,6533.603702324013,6450.018679364803
324,324,2018-07-07 01:00:00,6609.79,6818.16,6508.88,6756.98,23973.876886,2018-07-08 00:59:59.999,158034155.17779145,145449,12894.823579,85004234.47737303,0.0,6766.666882019323,6593.834984966019,6421.003087912715
325,325,2018-07-08 01:00:00,6753.48,6780.0,6667.44,6712.1,24622.947794,2018-07-09 00:59:59.999,165941351.79836008,145349,13146.632642,88613261.77225646,0.0,6814.906282975813,6647.864207129445,6480.822131283077
326,326,2018-07-09 01:00:00,6712.1,6802.06,6612.24,6662.12,26732.40655,2018-07-10 00:59:59.999,179250573.66648534,147315,14384.135477,96490394.6402318,0.0,6843.177394815187,6684.238748240281,6525.300101665375
327,327,2018-07-10 01:00:00,6662.78,6681.0,6263.0,6296.91,38560.672702,2018-07-11 00:59:59.999,249099760.1897497,189913,19261.135859,124490444.6988554,0.0,6986.73581953929,6660.864567810753,6334.993316082217
328,328,2018-07-11 01:00:00,6296.91,6406.0,6278.99,6378.07,28715.498487,2018-07-12 00:59:59.999,182357469.02807087,151869,15667.909412,99524638.10405175,0.0,6979.017665190911,6605.2035302855,6231.389395380089
329,329,2018-07-12 01:00:00,6378.07,6380.28,6070.0,6250.57,31306.663348,2018-07-13 00:59:59.999,194325733.7875043,150985,16067.766611,99754110.04002684,0.0,6907.00915936,6525.875385764481,6144.741612168961
330,330,2018-07-13 01:00:00,6251.4,6350.0,6110.0,6214.57,26375.325286,2018-07-14 00:59:59.999,164467999.80925834,144757,13191.157016,82276362.81213073,0.0,6758.640125868559,6437.757376342834,6116.874626817108
331,331,2018-07-14 01:00:00,6214.57,6335.0,6178.0,6251.99,17783.071999,2018-07-15 00:59:59.999,110959488.24719918,108052,9833.313029,61362055.0050005,0.0,6473.120491335918,6360.610962925275,6248.101434514632
332,332,2018-07-15 01:00:00,6250.9,6395.0,6225.4,6353.01,22979.211508,2018-07-16 00:59:59.999,145409822.7448766,114997,13590.240175,85970280.535022,0.0,6441.449427071623,6313.6523564354975,6185.855285799372
333,333,2018-07-16 01:00:00,6354.15,6747.3,6330.4,6723.35,36204.87708,2018-07-17 00:59:59.999,237104112.45049536,201733,20149.634808,131922164.85268562,0.0,6712.892631242298,6336.749492021059,5960.60635279982
334,334,2018-07-17 01:00:00,6723.33,7468.99,6652.04,7317.44,52105.423459,2018-07-18 00:59:59.999,364669305.0369064,276178,28049.11657,195977152.69184417,0.0,7304.426883641922,6476.558867456315,5648.690851270708
335,335,2018-07-18 01:00:00,7317.44,7588.08,7225.38,7381.9,59487.64345,2018-07-19 00:59:59.999,440669913.2083524,327949,31196.382316,231133137.3680125,0.0,7631.407146885708,6688.141051203784,5744.874955521859
336,336,2018-07-19 01:00:00,7381.88,7576.28,7270.0,7466.21,41218.256437,2018-07-20 00:59:59.999,305198281.13948625,235597,22682.956421,167927663.73101327,0.0,7792.55710869606,6921.973524803645,6051.38994091123
337,337,2018-07-20 01:00:00,7468.86,7700.0,7273.0,7337.53,46140.313447,2018-07-21 00:59:59.999,342862693.0959096,251391,24006.584622,178428687.4942052,0.0,7651.9442465419925,7120.077239015729,6588.2102314894655
338,338,2018-07-21 01:00:00,7337.47,7458.47,7211.0,7398.78,28886.490291,2018-07-22 00:59:59.999,212126417.2287315,164901,16427.382562,120688066.37566295,0.0,7375.680760851416,7271.737603005651,7167.794445159886
339,339,2018-07-22 01:00:00,7399.25,7582.4,7335.5,7394.79,30270.21844,2018-07-23 00:59:59.999,225619234.83744207,144711,17086.758292,127390550.71923564,0.0,7459.085780410868,7376.352170898615,7293.618561386363
340,340,2018-07-23 01:00:00,7394.78,7833.0,7375.0,7721.01,41646.346671,2018-07-24 00:59:59.999,320156546.58240986,219776,22756.449926,174955411.03556776,0.0,7748.670719467118,7478.712510673715,7208.754301880312
341,341,2018-07-24 01:00:00,7721.65,8486.0,7696.0,8397.24,60121.163749,2018-07-25 00:59:59.999,487117211.68189824,326329,32980.508325,266991169.60952124,0.0,8449.800088217953,7655.172584742955,6860.545081267957
342,342,2018-07-25 01:00:00,8397.24,8491.77,8050.0,8175.64,48257.649124,2018-07-26 00:59:59.999,398119757.80385005,277935,25447.806526,209867505.7687837,0.0,8658.333319099649,7844.6094202353925,7030.885521371135
343,343,2018-07-26 01:00:00,8175.63,8315.69,7850.06,7920.0,43223.481682,2018-07-27 00:59:59.999,352101207.6799552,235681,22366.994995,182431837.4994889,0.0,8676.851208311688,7979.119269573886,7281.387330836086
344,344,2018-07-27 01:00:00,7920.0,8285.0,7805.0,8188.57,43671.005891,2018-07-28 00:59:59.999,350881696.75270694,227397,23168.935319,186142745.18866935,0.0,8553.711437894488,8083.776734448547,7613.842031002606
345,345,2018-07-28 01:00:00,8188.57,8246.54,8067.0,8225.04,26215.173839,2018-07-29 00:59:59.999,214357817.0314018,144170,13976.708689,114326656.22009628,0.0,8472.878248778772,8167.060198718213,7861.242148657653
346,346,2018-07-29 01:00:00,8225.04,8294.51,8115.0,8211.0,25531.226185,2018-07-30 00:59:59.999,209564023.05224952,144331,14226.697109,116797668.8754396,0.0,8453.859850237008,8227.197028233066,8000.534206229125
347,347,2018-07-30 01:00:00,8210.99,8273.0,7866.0,8173.92,39692.416542,2018-07-31 00:59:59.999,321599782.180698,206911,20676.100069,167753771.91739196,0.0,8487.452071549478,8260.976923741135,8034.501775932791
348,348,2018-07-31 01:00:00,8171.4,8180.0,7633.0,7730.93,48296.915587,2018-08-01 00:59:59.999,379841367.2024023,239132,24273.184891,190885799.45286345,0.0,8598.264431847245,8221.643774444106,7845.023117040968
